,GEO_ID,STATE,state,LSAD,CENSUSAREA,fips,cases,deaths,dtc100,population,deaths100k,date
81,0400000US23,23,Maine,,30842.923,23,2349,89,3.7888463175819496,1344212,6.6209794288400925,2020-06-01
82,0400000US23,23,Maine,,30842.923,23,2377,94,3.954564577198149,1344212,6.9929445652917845,2020-06-02
83,0400000US23,23,Maine,,30842.923,23,2418,95,3.9288668320926385,1344212,7.067337592582122,2020-06-03
84,0400000US23,23,Maine,,30842.923,23,2446,95,3.8838920686835645,1344212,7.067337592582122,2020-06-04
85,0400000US23,23,Maine,,30842.923,23,2482,98,3.94842868654311,1344212,7.290516674453138,2020-06-05
86,0400000US23,23,Maine,,30842.923,23,2524,98,3.8827258320126785,1344212,7.290516674453138,2020-06-06
87,0400000US23,23,Maine,,30842.923,23,2570,99,3.852140077821012,1344212,7.364909701743475,2020-06-07
88,0400000US23,23,Maine,,30842.923,23,2588,99,3.825347758887172,1344212,7.364909701743475,2020-06-08
89,0400000US23,23,Maine,,30842.923,23,2606,100,3.837298541826554,1344212,7.439302729033812,2020-06-09
90,0400000US23,23,Maine,,30842.923,23,2637,100,3.792188092529389,1344212,7.439302729033812,2020-06-10
91,0400000US23,23,Maine,,30842.923,23,2667,100,3.749531308586427,1344212,7.439302729033812,2020-06-11
92,0400000US23,23,Maine,,30842.923,23,2721,100,3.675119441381845,1344212,7.439302729033812,2020-06-12
93,0400000US23,23,Maine,,30842.923,23,2757,100,3.627130939426913,1344212,7.439302729033812,2020-06-13
94,0400000US23,23,Maine,,30842.923,23,2793,100,3.5803795202291435,1344212,7.439302729033812,2020-06-14
95,0400000US23,23,Maine,,30842.923,23,2810,101,3.5943060498220643,1344212,7.513695756324152,2020-06-15
96,0400000US23,23,Maine,,30842.923,23,2819,101,3.58283079106066,1344212,7.513695756324152,2020-06-16
97,0400000US23,23,Maine,,30842.923,23,2836,102,3.5966149506346965,1344212,7.58808878361449,2020-06-17
98,0400000US23,23,Maine,,30842.923,23,2878,102,3.544127866574009,1344212,7.58808878361449,2020-06-18
99,0400000US23,23,Maine,,30842.923,23,2913,102,3.5015447991761075,1344212,7.58808878361449,2020-06-19
100,0400000US23,23,Maine,,30842.923,23,2938,102,3.4717494894486043,1344212,7.58808878361449,2020-06-20
101,0400000US23,23,Maine,,30842.923,23,2957,102,3.4494420020290835,1344212,7.58808878361449,2020-06-21
102,0400000US23,23,Maine,,30842.923,23,2971,102,3.433187478963312,1344212,7.58808878361449,2020-06-22
103,0400000US23,23,Maine,,30842.923,23,2994,102,3.406813627254509,1344212,7.58808878361449,2020-06-23
104,0400000US23,23,Maine,,30842.923,23,3017,103,3.4139874047066625,1344212,7.662481810904827,2020-06-24
105,0400000US23,23,Maine,,30842.923,23,3070,103,3.355048859934853,1344212,7.662481810904827,2020-06-25
106,0400000US23,23,Maine,,30842.923,23,3102,103,3.3204384268214064,1344212,7.662481810904827,2020-06-26
107,0400000US23,23,Maine,,30842.923,23,3154,104,3.297400126823081,1344212,7.736874838195167,2020-06-27
108,0400000US23,23,Maine,,30842.923,23,3191,104,3.2591664055155123,1344212,7.736874838195167,2020-06-28
109,0400000US23,23,Maine,,30842.923,23,3219,105,3.2618825722274,1344212,7.811267865485504,2020-06-29
110,0400000US23,23,Maine,,30842.923,23,3253,105,3.227789732554565,1344212,7.811267865485504,2020-06-30
111,0400000US23,23,Maine,,30842.923,23,3294,105,3.1876138433515484,1344212,7.811267865485504,2020-07-01
112,0400000US23,23,Maine,,30842.923,23,3328,105,3.1550480769230766,1344212,7.811267865485504,2020-07-02
113,0400000US23,23,Maine,,30842.923,23,3373,105,3.1129558256744736,1344212,7.811267865485504,2020-07-03
114,0400000US23,23,Maine,,30842.923,23,3397,107,3.1498380924345017,1344212,7.960053920066182,2020-07-04
115,0400000US23,23,Maine,,30842.923,23,3415,109,3.1918008784773058,1344212,8.108839974646855,2020-07-05
116,0400000US23,23,Maine,,30842.923,23,3423,109,3.1843412211510373,1344212,8.108839974646855,2020-07-06
117,0400000US23,23,Maine,,30842.923,23,3440,110,3.1976744186046515,1344212,8.183233001937195,2020-07-07
118,0400000US23,23,Maine,,30842.923,23,3460,110,3.1791907514450863,1344212,8.183233001937195,2020-07-08
119,0400000US23,23,Maine,,30842.923,23,3486,111,3.184165232358004,1344212,8.257626029227533,2020-07-09
120,0400000US23,23,Maine,,30842.923,23,3499,111,3.172334952843669,1344212,8.257626029227533,2020-07-10
121,0400000US23,23,Maine,,30842.923,23,3520,112,3.1818181818181817,1344212,8.33201905651787,2020-07-11
122,0400000US23,23,Maine,,30842.923,23,3539,114,3.2212489403786377,1344212,8.480805111098547,2020-07-12
123,0400000US23,23,Maine,,30842.923,23,3558,114,3.2040472175379433,1344212,8.480805111098547,2020-07-13
124,0400000US23,23,Maine,,30842.923,23,3566,114,3.196859226023556,1344212,8.480805111098547,2020-07-14
125,0400000US23,23,Maine,,30842.923,23,3578,114,3.186137506987144,1344212,8.480805111098547,2020-07-15
126,0400000US23,23,Maine,,30842.923,23,3598,114,3.168426903835464,1344212,8.480805111098547,2020-07-16
127,0400000US23,23,Maine,,30842.923,23,3636,115,3.162816281628163,1344212,8.555198138388885,2020-07-17
128,0400000US23,23,Maine,,30842.923,23,3646,117,3.2089961601755346,1344212,8.703984192969562,2020-07-18
129,0400000US23,23,Maine,,30842.923,23,3687,117,3.173311635475997,1344212,8.703984192969562,2020-07-19
130,0400000US23,23,Maine,,30842.923,23,3711,117,3.1527890056588523,1344212,8.703984192969562,2020-07-20
131,0400000US23,23,Maine,,30842.923,23,3723,118,3.1694869728713404,1344212,8.7783772202599,2020-07-21
132,0400000US23,23,Maine,,30842.923,23,3723,118,3.1694869728713404,1344212,8.7783772202599,2020-07-22
133,0400000US23,23,Maine,,30842.923,23,3737,118,3.157613058603158,1344212,8.7783772202599,2020-07-23
134,0400000US23,23,Maine,,30842.923,23,3757,118,3.140803832845356,1344212,8.7783772202599,2020-07-24
135,0400000US23,23,Maine,,30842.923,23,3790,119,3.1398416886543536,1344212,8.852770247550238,2020-07-25
136,0400000US23,23,Maine,,30842.923,23,3814,119,3.1200839014158364,1344212,8.852770247550238,2020-07-26
137,0400000US23,23,Maine,,30842.923,23,3832,119,3.1054279749478084,1344212,8.852770247550238,2020-07-27
138,0400000US23,23,Maine,,30842.923,23,3838,121,3.1526836894215737,1344212,9.001556302130913,2020-07-28
139,0400000US23,23,Maine,,30842.923,23,3866,121,3.129849974133472,1344212,9.001556302130913,2020-07-29
140,0400000US23,23,Maine,,30842.923,23,3888,122,3.1378600823045266,1344212,9.075949329421249,2020-07-30
141,0400000US23,23,Maine,,30842.923,23,3912,123,3.1441717791411037,1344212,9.15034235671159,2020-07-31
142,0400000US23,23,Maine,,30842.923,23,3937,123,3.124206248412497,1344212,9.15034235671159,2020-08-01
143,0400000US23,23,Maine,,30842.923,23,3958,123,3.1076301162203133,1344212,9.15034235671159,2020-08-02
144,0400000US25,25,Massachusetts,,7800.058,25,1,0,0.0,6949503,0.0,2020-02-01
145,0400000US25,25,Massachusetts,,7800.058,25,1,0,0.0,6949503,0.0,2020-02-02
146,0400000US25,25,Massachusetts,,7800.058,25,1,0,0.0,6949503,0.0,2020-02-03
147,0400000US25,25,Massachusetts,,7800.058,25,1,0,0.0,6949503,0.0,2020-02-04
148,0400000US25,25,Massachusetts,,7800.058,25,1,0,0.0,6949503,0.0,2020-02-05
149,0400000US25,25,Massachusetts,,7800.058,25,1,0,0.0,6949503,0.0,2020-02-06
150,0400000US25,25,Massachusetts,,7800.058,25,1,0,0.0,6949503,0.0,2020-02-07
151,0400000US25,25,Massachusetts,,7800.058,25,1,0,0.0,6949503,0.0,2020-02-08
152,0400000US25,25,Massachusetts,,7800.058,25,1,0,0.0,6949503,0.0,2020-02-09
153,0400000US25,25,Massachusetts,,7800.058,25,1,0,0.0,6949503,0.0,2020-02-10
154,0400000US25,25,Massachusetts,,7800.058,25,1,0,0.0,6949503,0.0,2020-02-11
155,0400000US25,25,Massachusetts,,7800.058,25,1,0,0.0,6949503,0.0,2020-02-12
156,0400000US25,25,Massachusetts,,7800.058,25,1,0,0.0,6949503,0.0,2020-02-13
157,0400000US25,25,Massachusetts,,7800.058,25,1,0,0.0,6949503,0.0,2020-02-14
158,0400000US25,25,Massachusetts,,7800.058,25,1,0,0.0,6949503,0.0,2020-02-15
159,0400000US25,25,Massachusetts,,7800.058,25,1,0,0.0,6949503,0.0,2020-02-16
160,0400000US25,25,Massachusetts,,7800.058,25,1,0,0.0,6949503,0.0,2020-02-17
161,0400000US25,25,Massachusetts,,7800.058,25,1,0,0.0,6949503,0.0,2020-02-18
162,0400000US25,25,Massachusetts,,7800.058,25,1,0,0.0,6949503,0.0,2020-02-19
163,0400000US25,25,Massachusetts,,7800.058,25,1,0,0.0,6949503,0.0,2020-02-20
164,0400000US25,25,Massachusetts,,7800.058,25,1,0,0.0,6949503,0.0,2020-02-21
165,0400000US25,25,Massachusetts,,7800.058,25,1,0,0.0,6949503,0.0,2020-02-22
166,0400000US25,25,Massachusetts,,7800.058,25,1,0,0.0,6949503,0.0,2020-02-23
167,0400000US25,25,Massachusetts,,7800.058,25,1,0,0.0,6949503,0.0,2020-02-24
168,0400000US25,25,Massachusetts,,7800.058,25,1,0,0.0,6949503,0.0,2020-02-25
169,0400000US25,25,Massachusetts,,7800.058,25,1,0,0.0,6949503,0.0,2020-02-26
170,0400000US25,25,Massachusetts,,7800.058,25,1,0,0.0,6949503,0.0,2020-02-27
171,0400000US25,25,Massachusetts,,7800.058,25,1,0,0.0,6949503,0.0,2020-02-28
172,0400000US25,25,Massachusetts,,7800.058,25,1,0,0.0,6949503,0.0,2020-02-29
173,0400000US25,25,Massachusetts,,7800.058,25,1,0,0.0,6949503,0.0,2020-03-01
174,0400000US25,25,Massachusetts,,7800.058,25,2,0,0.0,6949503,0.0,2020-03-02
175,0400000US25,25,Massachusetts,,7800.058,25,2,0,0.0,6949503,0.0,2020-03-03
176,0400000US25,25,Massachusetts,,7800.058,25,2,0,0.0,6949503,0.0,2020-03-04
177,0400000US25,25,Massachusetts,,7800.058,25,3,0,0.0,6949503,0.0,2020-03-05
178,0400000US25,25,Massachusetts,,7800.058,25,8,0,0.0,6949503,0.0,2020-03-06
179,0400000US25,25,Massachusetts,,7800.058,25,13,0,0.0,6949503,0.0,2020-03-07
180,0400000US25,25,Massachusetts,,7800.058,25,28,0,0.0,6949503,0.0,2020-03-08
181,0400000US25,25,Massachusetts,,7800.058,25,41,0,0.0,6949503,0.0,2020-03-09
182,0400000US25,25,Massachusetts,,7800.058,25,92,0,0.0,6949503,0.0,2020-03-10
183,0400000US25,25,Massachusetts,,7800.058,25,95,0,0.0,6949503,0.0,2020-03-11
184,0400000US25,25,Massachusetts,,7800.058,25,108,0,0.0,6949503,0.0,2020-03-12
185,0400000US25,25,Massachusetts,,7800.058,25,123,0,0.0,6949503,0.0,2020-03-13
186,0400000US25,25,Massachusetts,,7800.058,25,138,0,0.0,6949503,0.0,2020-03-14
187,0400000US25,25,Massachusetts,,7800.058,25,164,0,0.0,6949503,0.0,2020-03-15
188,0400000US25,25,Massachusetts,,7800.058,25,197,0,0.0,6949503,0.0,2020-03-16
189,0400000US25,25,Massachusetts,,7800.058,25,218,0,0.0,6949503,0.0,2020-03-17
190,0400000US25,25,Massachusetts,,7800.058,25,256,0,0.0,6949503,0.0,2020-03-18
191,0400000US25,25,Massachusetts,,7800.058,25,328,0,0.0,6949503,0.0,2020-03-19
192,0400000US25,25,Massachusetts,,7800.058,25,413,1,0.2421307506053269,6949503,0.014389518214467998,2020-03-20
193,0400000US25,25,Massachusetts,,7800.058,25,525,2,0.3809523809523809,6949503,0.028779036428935995,2020-03-21
194,0400000US25,25,Massachusetts,,7800.058,25,646,5,0.7739938080495357,6949503,0.07194759107233999,2020-03-22
195,0400000US25,25,Massachusetts,,7800.058,25,777,9,1.1583011583011582,6949503,0.12950566393021198,2020-03-23
196,0400000US25,25,Massachusetts,,7800.058,25,1159,11,0.9490940465918896,6949503,0.15828470035914802,2020-03-24
197,0400000US25,25,Massachusetts,,7800.058,25,1838,15,0.8161044613710555,6949503,0.21584277321701995,2020-03-25
198,0400000US25,25,Massachusetts,,7800.058,25,2417,25,1.034340091021928,6949503,0.35973795536169995,2020-03-26
199,0400000US25,25,Massachusetts,,7800.058,25,3240,35,1.0802469135802468,6949503,0.5036331375063801,2020-03-27
200,0400000US25,25,Massachusetts,,7800.058,25,4257,44,1.03359173126615,6949503,0.6331388014365921,2020-03-28
201,0400000US25,25,Massachusetts,,7800.058,25,4955,48,0.968718466195762,6949503,0.6906968742944639,2020-03-29
202,0400000US25,25,Massachusetts,,7800.058,25,5752,56,0.9735744089012516,6949503,0.8058130200102079,2020-03-30
203,0400000US25,25,Massachusetts,,7800.058,25,6620,89,1.3444108761329303,6949503,1.2806671210876521,2020-03-31
204,0400000US25,25,Massachusetts,,7800.058,25,7738,122,1.5766347893512536,6949503,1.7555212221650958,2020-04-01
205,0400000US25,25,Massachusetts,,7800.058,25,8966,154,1.7175998215480703,6949503,2.2159858050280716,2020-04-02
206,0400000US25,25,Massachusetts,,7800.058,25,10402,192,1.8457988848298408,6949503,2.762787497177856,2020-04-03
207,0400000US25,25,Massachusetts,,7800.058,25,11736,216,1.8404907975460123,6949503,3.108135934325088,2020-04-04
208,0400000US25,25,Massachusetts,,7800.058,25,12500,231,1.848,6949503,3.323978707542108,2020-04-05
209,0400000US25,25,Massachusetts,,7800.058,25,13837,260,1.8790200187902,6949503,3.74127473576168,2020-04-06
210,0400000US25,25,Massachusetts,,7800.058,25,15202,356,2.3417971319563216,6949503,5.1226684843506085,2020-04-07
211,0400000US25,25,Massachusetts,,7800.058,25,16790,433,2.578916021441334,6949503,6.230661386864643,2020-04-08
212,0400000US25,25,Massachusetts,,7800.058,25,18941,503,2.655614803864633,6949503,7.2379276618774036,2020-04-09
213,0400000US25,25,Massachusetts,,7800.058,25,20974,599,2.855916849432631,6949503,8.61932141046633,2020-04-10
214,0400000US25,25,Massachusetts,,7800.058,25,22860,686,3.0008748906386695,6949503,9.871209495125047,2020-04-11
